Date,Symbol,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,VIX,VIX_MA20,VIX_Ratio,MA20,MA60,52W_High,52W_Low,Position_52W
2023-07-17,XQQ.TO,40.69188690185547,41.036128997802734,40.66462326049805,40.95773696899414,40.65398406982422,85379,0.0,0.0,13.479999542236328,13.871999931335449,0.9717416096424835,39.47903938293457,37.298057556152344,40.95773696899414,28.087934494018555,1.0
2023-07-18,XQQ.TO,41.01567840576172,41.42808532714844,40.712337493896484,41.315608978271484,41.00920104980469,102103,0.0,0.0,13.300000190734863,13.859999942779542,0.9595959773191476,39.579925537109375,37.41933676401774,41.315608978271484,28.087934494018555,1.0
2023-07-19,XQQ.TO,41.43830871582031,41.53033447265625,41.172462463378906,41.27811813354492,40.97199249267578,66015,0.0,0.0,13.760000228881836,13.853999948501587,0.9932149761823901,39.67297248840332,37.54107042948405,41.315608978271484,28.087934494018555,0.9971657266913247
2023-07-20,XQQ.TO,40.95092010498047,41.121337890625,40.269256591796875,40.364688873291016,40.06533432006836,95942,0.0,0.0,13.989999771118164,13.893499946594238,1.0069456814261968,39.74710330963135,37.658430099487305,41.315608978271484,28.087934494018555,0.928111316459102
2023-07-21,XQQ.TO,40.59645462036133,40.59645462036133,40.19768142700195,40.228355407714844,39.93000793457031,92421,0.0,0.0,13.600000381469727,13.92799997329712,0.976450345171149,39.792433738708496,37.76965478261312,41.315608978271484,28.087934494018555,0.9178046321104305
2023-07-24,XQQ.TO,40.34423828125,40.429447174072266,40.11247253417969,40.293113708496094,39.99428939819336,57213,0.0,0.0,13.90999984741211,13.95149998664856,0.9970253994712994,39.86059989929199,37.86673494974772,41.315608978271484,28.087934494018555,0.9227002999663596
2023-07-25,XQQ.TO,40.37150573730469,40.70211410522461,40.37150573730469,40.59645462036133,40.29538345336914,426310,0.0,0.0,13.859999656677246,13.931999969482423,0.9948320188800681,39.972051811218265,37.965292104085286,41.315608978271484,28.087934494018555,0.9456325933355645
2023-07-26,XQQ.TO,40.4703483581543,40.558963775634766,40.21813201904297,40.38513946533203,40.08563232421875,68362,0.0,0.0,13.1899995803833,13.904499959945678,0.9486137306900199,40.04209270477295,38.06027050018311,41.315608978271484,28.087934494018555,0.9296573623695424
2023-07-27,XQQ.TO,41.00886154174805,41.17586898803711,40.207908630371094,40.303340911865234,40.00444030761719,160196,0.0,0.0,14.40999984741211,13.953499937057495,1.032715799793158,40.105316925048825,38.15933888753255,41.315608978271484,28.087934494018555,0.9234734671153786
2023-07-28,XQQ.TO,40.76687240600586,41.16905212402344,40.73960494995117,41.05998611450195,40.75547409057617,115600,0.0,0.0,13.329999923706055,13.942999935150146,0.9560352854984439,40.208077621459964,38.27471040089925,41.315608978271484,28.087934494018555,0.9806751470884892
2023-07-31,XQQ.TO,41.100887298583984,41.196319580078125,40.9441032409668,41.0770263671875,40.77238464355469,112079,0.0,0.0,13.630000114440918,13.944999933242798,0.9774112714012305,40.28084506988525,38.39241091410319,41.315608978271484,28.087934494018555,0.9819633744867241
2023-08-01,XQQ.TO,40.92706298828125,41.05657958984375,40.79754638671875,40.9952278137207,40.69120407104492,155209,0.0,0.0,13.930000305175781,13.961999940872193,0.9977080908299722,40.345262145996095,38.49733022054036,41.315608978271484,28.087934494018555,0.9757794792325603
2023-08-02,XQQ.TO,40.603271484375,40.603271484375,39.94546890258789,40.08861541748047,39.79130554199219,169292,0.0,0.0,16.09000015258789,14.057499933242799,1.1445847575313652,40.36537113189697,38.58571923573812,41.315608978271484,28.087934494018555,0.907240417637151
2023-08-03,XQQ.TO,39.7886848449707,40.204498291015625,39.7886848449707,39.98295974731445,39.686439514160156,597069,0.0,0.0,15.920000076293945,14.08149995803833,1.1305613836405346,40.39502353668213,38.67575562795003,41.315608978271484,28.087934494018555,0.8992529463479387
2023-08-04,XQQ.TO,40.494205474853516,40.494205474853516,39.77505111694336,39.792091369628906,39.49698257446289,123228,0.0,0.0,17.100000381469727,14.194999980926514,1.2046495529726378,40.42314205169678,38.756419054667155,41.315608978271484,28.087934494018555,0.8848234729047596
2023-08-08,XQQ.TO,39.87730026245117,39.87730026245117,39.45125961303711,39.80572509765625,39.51051712036133,76577,0.0,0.0,15.989999771118164,14.240999984741212,1.1228143942315112,40.45262393951416,38.835435167948404,41.315608978271484,28.087934494018555,0.8858541701783865
2023-08-09,XQQ.TO,39.836402893066406,39.836402893066406,39.2672119140625,39.32515335083008,39.03350830078125,122641,0.0,0.0,15.960000038146973,14.296999979019166,1.1163181130005078,40.44614810943604,38.9084867477417,41.315608978271484,28.087934494018555,0.8495233890272268
2023-08-10,XQQ.TO,39.68643569946289,40.04090118408203,39.256988525390625,39.42399597167969,39.13161849975586,168705,0.0,0.0,15.850000381469727,14.4125,1.0997398356613861,40.42177867889404,38.980288632710774,41.315608978271484,28.087934494018555,0.8569958000672232
2023-08-11,XQQ.TO,39.15473937988281,39.31492614746094,39.02522277832031,39.1342887878418,38.844058990478516,84793,0.0,0.0,14.84000015258789,14.474000024795533,1.0252867298027746,40.348670387268065,39.04635314941406,41.315608978271484,28.087934494018555,0.8350942039716451
2023-08-14,XQQ.TO,39.059303283691406,39.6080436706543,39.059303283691406,39.601226806640625,39.307533264160156,39902,0.0,0.0,14.819999694824219,14.548000001907349,1.0186967069618649,40.300442695617676,39.11338335673015,41.315608978271484,28.087934494018555,0.8703942878491779
2023-08-15,XQQ.TO,39.502384185791016,39.512611389160156,39.09679412841797,39.17859649658203,38.88803482055664,48411,0.0,0.0,16.459999084472656,14.696999979019164,1.119956393003353,40.21148567199707,39.16212228139241,41.315608978271484,28.087934494018555,0.8384438259171338
2023-08-16,XQQ.TO,39.10020446777344,39.25017166137695,38.715065002441406,38.715065002441406,38.42794418334961,67189,0.0,0.0,16.780000686645508,14.871000003814697,1.1283707001776018,40.081458473205565,39.204783058166505,41.315608978271484,28.087934494018555,0.8034012721642091
2023-08-17,XQQ.TO,38.88548278808594,38.88548278808594,38.295841217041016,38.34014892578125,38.055809020996094,132910,0.0,0.0,17.889999389648438,15.077499961853027,1.1865361920020694,39.934560012817386,39.24659169514974,41.315608978271484,28.087934494018555,0.7750579623022616
2023-08-18,XQQ.TO,37.87321090698242,38.37423324584961,37.86980056762695,38.241310119628906,37.95770263671875,126749,0.0,0.0,17.299999237060547,15.242999935150147,1.1349471436503118,39.82839107513428,39.29004777272542,41.315608978271484,28.087934494018555,0.7675858396498628
2023-08-21,XQQ.TO,38.37763977050781,38.94683074951172,38.360599517822266,38.902523040771484,38.614013671875,116186,0.0,0.0,17.1299991607666,15.41949987411499,1.1109309186819385,39.76209945678711,39.32992509206136,41.315608978271484,28.087934494018555,0.8175729270951828
2023-08-22,XQQ.TO,39.15473937988281,39.15473937988281,38.75596618652344,38.82413101196289,38.53620529174805,233546,0.0,0.0,16.969999313354492,15.572499847412109,1.0897414981304125,39.68865032196045,39.35281759897868,41.315608978271484,28.087934494018555,0.8116465619656268
2023-08-23,XQQ.TO,38.93660354614258,39.56373596191406,38.93660354614258,39.44444274902344,39.15190887451172,89194,0.0,0.0,15.979999542236328,15.678499841690064,1.0192301370405705,39.631049728393556,39.38281078338623,41.315608978271484,28.087934494018555,0.858541557590066
2023-08-24,XQQ.TO,39.83980941772461,39.83980941772461,38.55828094482422,38.55828094482422,38.27232360839844,496726,0.0,0.0,17.200000762939453,15.87899990081787,1.0831916915657605,39.539706802368165,39.398488998413086,41.315608978271484,28.087934494018555,0.7915485419050972
